sesion_id,equipo,equipo_id,sintoma,antiguedad_anios,temp_ambiente,falla_diagnosticada_id,falla_correcta_id,fue_correcto,probabilidad,nivel_usuario,fecha
522,Refrigerador,1,compresor_no_voltaje_no,2,26.2,17,17,1,94,normal,2025-01-19 19:00:00
523,Aire Acondicionado,3,exterior_no_control_no,9,29.9,12,12,1,87,normal,2024-10-04 07:00:00
524,Congelador,2,hielo_evaporador,2,30.1,11,10,0,74,tecnico,2025-01-15 17:00:00
525,Cuarto Frio,5,cicla_hielo_no,4,30.5,1,1,1,94,normal,2024-07-14 13:00:00
526,Enfriador Comercial,4,puertas_mal,5,22.0,10,10,1,95,normal,2024-05-08 10:00:00
527,Cuarto Frio,5,cicla_hielo_no,12,34.3,1,1,1,94,normal,2024-11-04 10:00:00
528,Aire Acondicionado,3,exterior_no_control_no,6,25.7,12,1,0,87,normal,2024-03-29 18:00:00
529,Cuarto Frio,5,trabaja_sin_parar_filt_si,5,24.4,14,14,1,86,normal,2024-05-10 07:00:00
530,Congelador,2,hielo_evaporador,10,31.2,11,11,1,74,normal,2024-06-14 16:00:00
531,Refrigerador,1,gotea,15,24.6,9,9,1,89,normal,2024-07-02 08:00:00
532,Congelador,2,hielo_bordes,3,25.1,10,10,1,74,normal,2024-09-15 09:00:00
533,Enfriador Comercial,4,cristales_resist_no,7,31.4,16,16,1,96,normal,2024-07-03 11:00:00
534,Aire Acondicionado,3,codigo_error,7,30.5,12,18,0,81,normal,2024-12-08 12:00:00
535,Enfriador Comercial,4,comp_func_cond_sucio,14,24.8,8,10,0,92,normal,2024-02-28 13:00:00
536,Congelador,2,hielo_bordes,10,25.3,10,10,1,74,normal,2025-01-29 12:00:00
537,Cuarto Frio,5,consumo_alto_cf,6,37.2,8,8,1,86,normal,2024-02-19 09:00:00
538,Cuarto Frio,5,consumo_alto_cf,0,31.3,8,8,1,86,normal,2025-01-31 10:00:00
539,Enfriador Comercial,4,comp_func_cond_limpio,3,32.9,1,1,1,87,normal,2024-02-06 18:00:00
540,Aire Acondicionado,3,filtros_limpios_presion_baja,6,21.8,1,1,1,77,normal,2024-01-28 09:00:00
541,Congelador,2,hielo_bordes,1,32.8,10,10,1,74,normal,2024-07-26 13:00:00
542,Congelador,2,comp_func_temp_0_10,6,21.1,1,1,1,76,normal,2025-01-03 16:00:00
543,Refrigerador,1,gotea,10,36.5,9,9,1,89,normal,2024-05-28 19:00:00
544,Congelador,2,hielo_bordes,1,31.2,10,8,0,74,normal,2024-12-04 07:00:00
545,Enfriador Comercial,4,comp_func_cond_sucio,7,31.6,8,8,1,92,normal,2024-11-20 09:00:00
546,Congelador,2,consumo_alto,13,32.0,8,4,0,93,tecnico,2024-01-06 15:00:00
547,Cuarto Frio,5,trabaja_sin_parar_filt_no,2,34.4,1,1,1,93,tecnico,2024-06-05 10:00:00
548,Congelador,2,comp_func_temp_mayor_0,6,29.2,3,3,1,96,normal,2024-03-23 09:00:00
549,Aire Acondicionado,3,codigo_error,12,29.9,12,12,1,81,tecnico,2025-01-19 15:00:00
550,Enfriador Comercial,4,puertas_mal,7,31.4,10,10,1,95,normal,2024-02-20 10:00:00
551,Cuarto Frio,5,cicla_hielo_no,15,25.3,1,1,1,94,normal,2024-02-05 10:00:00
552,Congelador,2,hielo_evaporador,6,33.7,11,11,1,74,normal,2024-10-26 09:00:00
553,Cuarto Frio,5,consumo_alto_cf,5,27.3,8,8,1,86,normal,2024-04-23 18:00:00
554,Enfriador Comercial,4,comp_no_ec,12,32.9,3,3,1,90,tecnico,2024-09-02 14:00:00
555,Enfriador Comercial,4,comp_no_ec,11,27.1,3,3,1,90,normal,2024-05-23 20:00:00
556,Aire Acondicionado,3,ruido_exterior,3,29.2,3,3,1,89,normal,2025-01-07 08:00:00
557,Refrigerador,1,ruido_zumbido,8,31.0,18,18,1,83,normal,2024-01-19 15:00:00
558,Congelador,2,hielo_bordes,13,24.1,10,10,1,74,normal,2024-03-17 12:00:00
559,Enfriador Comercial,4,comp_func_cond_sucio,13,22.3,8,8,1,92,normal,2024-02-16 13:00:00
560,Congelador,2,hielo_bordes,0,24.8,10,10,1,74,tecnico,2024-11-10 17:00:00
561,Aire Acondicionado,3,ruido_exterior,2,31.8,3,3,1,89,tecnico,2024-03-15 18:00:00
562,Enfriador Comercial,4,comp_no_ec,0,33.4,3,3,1,90,normal,2024-05-15 12:00:00
563,Aire Acondicionado,3,filtros_limpios_presion_baja,9,22.0,1,1,1,77,tecnico,2024-01-24 07:00:00
564,Congelador,2,comp_func_temp_0_10,9,28.2,1,1,1,76,tecnico,2025-01-14 11:00:00
565,Cuarto Frio,5,consumo_alto_cf,8,26.2,8,8,1,86,tecnico,2024-02-09 15:00:00
566,Congelador,2,hielo_evaporador,17,31.7,11,11,1,74,normal,2024-06-25 14:00:00
567,Enfriador Comercial,4,cristales_resist_no,0,32.2,16,16,1,96,normal,2024-05-23 10:00:00
568,Aire Acondicionado,3,filtros_sucios,2,26.1,13,13,1,97,tecnico,2024-12-04 10:00:00
569,Enfriador Comercial,4,comp_no_ec,10,24.5,3,3,1,90,normal,2024-07-29 07:00:00
570,Aire Acondicionado,3,filtros_limpios_presion_baja,2,29.5,1,1,1,77,normal,2024-09-19 07:00:00
571,Cuarto Frio,5,trabaja_sin_parar_filt_no,1,28.9,1,8,0,93,tecnico,2025-01-07 17:00:00
572,Congelador,2,comp_func_temp_0_10,3,31.5,1,1,1,76,normal,2024-09-03 09:00:00
573,Aire Acondicionado,3,gotea_nueva,8,31.1,9,9,1,72,normal,2024-05-15 09:00:00
574,Congelador,2,hielo_evaporador,8,21.9,11,11,1,74,normal,2024-03-08 08:00:00
575,Refrigerador,1,escarcha_poca_burbujeo_no,7,34.1,2,18,0,78,normal,2024-08-31 16:00:00
576,Cuarto Frio,5,trabaja_sin_parar_filt_si,13,25.7,14,14,1,86,tecnico,2024-02-17 14:00:00
577,Aire Acondicionado,3,codigo_error,7,38.4,12,12,1,81,normal,2024-08-03 12:00:00
578,Refrigerador,1,hielo_puerta_bien,7,29.1,11,11,1,85,tecnico,2025-01-28 13:00:00
579,Congelador,2,hielo_bordes,11,35.4,10,10,1,74,normal,2024-05-10 14:00:00
580,Aire Acondicionado,3,filtros_limpios_presion_normal,4,24.8,3,3,1,88,normal,2024-04-06 07:00:00
581,Refrigerador,1,ruido_burbujeo,7,25.2,1,1,1,73,tecnico,2024-07-28 12:00:00
582,Refrigerador,1,escarcha_poca_burbujeo_si,6,28.5,1,1,1,79,normal,2024-10-01 13:00:00
583,Cuarto Frio,5,cicla_hielo_si,8,33.0,11,11,1,87,normal,2024-10-12 14:00:00
584,Aire Acondicionado,3,gotea_antigua,7,28.8,9,9,1,94,tecnico,2024-10-22 12:00:00
585,Enfriador Comercial,4,puertas_mal,2,30.3,10,10,1,95,tecnico,2024-03-23 08:00:00
586,Aire Acondicionado,3,ruido_exterior,6,27.5,3,3,1,89,normal,2024-12-22 17:00:00
587,Refrigerador,1,escarcha_poca_burbujeo_si,6,24.3,1,11,0,79,tecnico,2024-08-10 08:00:00
588,Refrigerador,1,compresor_no_clic_si,3,23.6,4,4,1,90,normal,2024-07-15 13:00:00
589,Cuarto Frio,5,alarmas,7,27.7,15,8,0,90,normal,2024-08-12 07:00:00
590,Aire Acondicionado,3,ruido_exterior,4,23.8,3,3,1,89,normal,2024-09-21 18:00:00
591,Aire Acondicionado,3,codigo_error,3,31.9,12,12,1,81,normal,2024-05-21 19:00:00
592,Enfriador Comercial,4,comp_no_ec,9,29.7,3,3,1,90,normal,2024-01-08 18:00:00
593,Refrigerador,1,escarcha_mucha_ventilador_no,7,28.2,6,6,1,73,normal,2024-05-21 10:00:00
594,Cuarto Frio,5,trabaja_sin_parar_filt_no,6,23.9,1,1,1,93,normal,2024-03-30 13:00:00
595,Cuarto Frio,5,trabaja_sin_parar_filt_si,7,25.4,14,14,1,86,normal,2024-05-11 15:00:00
596,Cuarto Frio,5,cicla_hielo_si,9,28.9,11,15,0,87,tecnico,2025-01-22 12:00:00
597,Enfriador Comercial,4,puertas_mal,6,28.2,10,10,1,95,normal,2024-11-20 19:00:00
598,Aire Acondicionado,3,exterior_no_control_si,11,28.5,4,4,1,78,normal,2024-10-01 07:00:00
599,Congelador,2,comp_func_temp_mayor_0,4,23.6,3,3,1,96,normal,2024-04-01 14:00:00
600,Congelador,2,comp_no,3,32.9,4,4,1,80,normal,2025-01-17 17:00:00
601,Aire Acondicionado,3,ruido_interior,10,29.3,18,18,1,92,normal,2024-05-07 20:00:00
602,Cuarto Frio,5,cicla_hielo_si,2,32.0,11,11,1,87,tecnico,2024-12-12 17:00:00
603,Enfriador Comercial,4,cristales_resist_no,0,35.3,16,16,1,96,normal,2024-06-10 14:00:00
604,Cuarto Frio,5,cicla_hielo_si,7,21.1,11,14,0,87,normal,2025-01-19 16:00:00
605,Aire Acondicionado,3,filtros_limpios_presion_baja,7,20.6,1,1,1,77,normal,2024-12-17 19:00:00
606,Aire Acondicionado,3,ruido_interior,17,33.4,18,18,1,92,normal,2024-01-07 17:00:00
607,Aire Acondicionado,3,gotea_nueva,8,26.5,9,9,1,72,normal,2024-05-01 11:00:00
608,Enfriador Comercial,4,cristales_resist_no,5,33.9,16,16,1,96,normal,2024-08-02 18:00:00
609,Congelador,2,comp_no,12,28.5,4,4,1,80,normal,2024-04-27 20:00:00
610,Refrigerador,1,hielo_puerta_bien,4,31.5,11,11,1,85,normal,2024-07-14 10:00:00
611,Aire Acondicionado,3,filtros_sucios,6,33.2,13,13,1,97,tecnico,2024-11-18 15:00:00
612,Cuarto Frio,5,alarmas,5,29.3,15,15,1,90,normal,2024-10-17 07:00:00
613,Enfriador Comercial,4,comp_func_cond_limpio,9,35.8,1,8,0,87,normal,2024-08-18 18:00:00
614,Congelador,2,comp_no,5,31.7,4,4,1,80,tecnico,2024-05-11 12:00:00
615,Refrigerador,1,compresor_no_voltaje_no,2,35.9,17,17,1,94,normal,2024-11-28 15:00:00
616,Aire Acondicionado,3,exterior_no_control_no,5,21.4,12,12,1,87,normal,2025-01-12 14:00:00
617,Refrigerador,1,compresor_no_voltaje_no,8,19.2,17,17,1,94,normal,2024-06-21 13:00:00
618,Cuarto Frio,5,consumo_alto_cf,6,31.3,8,1,0,86,normal,2024-04-26 12:00:00
619,Congelador,2,consumo_alto,4,28.4,8,8,1,93,normal,2024-07-04 18:00:00
620,Cuarto Frio,5,consumo_alto_cf,16,34.7,8,8,1,86,normal,2024-01-12 09:00:00
621,Aire Acondicionado,3,exterior_no_control_no,15,28.5,12,12,1,87,normal,2024-02-02 14:00:00
622,Cuarto Frio,5,trabaja_sin_parar_filt_si,0,27.4,14,14,1,86,tecnico,2024-02-12 08:00:00
623,Congelador,2,hielo_bordes,2,24.3,10,10,1,74,normal,2024-05-25 14:00:00
624,Aire Acondicionado,3,filtros_sucios,7,22.1,13,13,1,97,normal,2024-07-01 20:00:00
625,Congelador,2,hielo_evaporador,6,35.4,11,11,1,74,normal,2024-12-23 15:00:00
626,Aire Acondicionado,3,codigo_error,8,22.2,12,12,1,81,normal,2024-10-15 13:00:00
627,Cuarto Frio,5,alarmas,9,27.6,15,15,1,90,tecnico,2024-08-14 11:00:00
628,Congelador,2,hielo_evaporador,4,32.4,11,11,1,74,normal,2025-01-23 20:00:00
629,Aire Acondicionado,3,gotea_antigua,4,23.0,9,9,1,94,tecnico,2024-06-02 07:00:00
630,Enfriador Comercial,4,comp_no_ec,8,27.7,3,3,1,90,normal,2024-04-06 13:00:00
631,Cuarto Frio,5,cicla_hielo_no,6,32.4,1,1,1,94,normal,2024-05-14 08:00:00
632,Enfriador Comercial,4,puertas_mal,4,34.6,10,10,1,95,tecnico,2024-12-21 17:00:00
633,Congelador,2,comp_no,9,25.9,4,4,1,80,normal,2024-03-10 11:00:00
634,Refrigerador,1,hielo_puerta_mala,6,28.4,10,10,1,77,tecnico,2024-09-08 10:00:00
635,Congelador,2,comp_func_temp_0_10,2,29.8,1,8,0,76,normal,2025-01-01 14:00:00
636,Refrigerador,1,escarcha_poca_burbujeo_no,1,28.8,2,2,1,78,normal,2024-08-03 11:00:00
637,Enfriador Comercial,4,comp_no_ec,6,29.9,3,3,1,90,tecnico,2024-01-29 11:00:00
638,Enfriador Comercial,4,comp_func_cond_limpio,7,25.5,1,1,1,87,tecnico,2024-05-08 20:00:00
639,Enfriador Comercial,4,comp_func_cond_limpio,2,29.3,1,1,1,87,normal,2025-01-12 07:00:00
640,Aire Acondicionado,3,ruido_interior,10,26.0,18,18,1,92,normal,2024-04-16 14:00:00
641,Enfriador Comercial,4,puertas_mal,16,31.2,10,10,1,95,tecnico,2024-10-08 15:00:00
642,Refrigerador,1,compresor_no_clic_si,7,28.1,4,4,1,90,normal,2024-01-27 20:00:00
643,Aire Acondicionado,3,filtros_limpios_presion_normal,4,28.4,3,3,1,88,normal,2024-07-21 19:00:00
644,Aire Acondicionado,3,filtros_limpios_presion_baja,16,29.3,1,1,1,77,normal,2024-12-18 16:00:00
645,Aire Acondicionado,3,gotea_antigua,11,29.0,9,9,1,94,normal,2025-01-23 17:00:00
646,Refrigerador,1,escarcha_mucha_ventilador_si,5,33.7,5,5,1,88,normal,2024-02-24 09:00:00
647,Enfriador Comercial,4,comp_func_cond_sucio,5,23.6,8,8,1,92,tecnico,2025-01-10 10:00:00
648,Refrigerador,1,hielo_puerta_bien,5,26.9,11,11,1,85,normal,2024-01-21 14:00:00
649,Enfriador Comercial,4,cristales_resist_no,4,28.2,16,16,1,96,normal,2025-01-09 14:00:00
650,Congelador,2,hielo_bordes,14,26.5,10,10,1,74,normal,2024-03-20 14:00:00
651,Congelador,2,comp_no,7,22.4,4,4,1,80,tecnico,2024-01-10 16:00:00
652,Congelador,2,hielo_bordes,4,31.0,10,10,1,74,normal,2024-10-02 20:00:00
653,Enfriador Comercial,4,comp_func_cond_sucio,7,23.9,8,8,1,92,normal,2024-11-24 12:00:00
654,Refrigerador,1,escarcha_mucha_ventilador_no,7,29.1,6,6,1,73,tecnico,2024-03-07 09:00:00
655,Refrigerador,1,escarcha_poca_burbujeo_no,2,29.4,2,2,1,78,normal,2024-09-07 15:00:00
656,Cuarto Frio,5,alarmas,8,29.9,15,15,1,90,normal,2025-01-02 08:00:00
657,Refrigerador,1,escarcha_poca_burbujeo_no,9,35.8,2,2,1,78,normal,2024-07-03 15:00:00
658,Enfriador Comercial,4,comp_no_ec,11,25.7,3,3,1,90,normal,2024-09-27 07:00:00
659,Refrigerador,1,compresor_no_clic_si,1,30.0,4,4,1,90,normal,2024-07-16 10:00:00
660,Aire Acondicionado,3,ruido_exterior,9,33.7,3,3,1,89,tecnico,2024-10-12 18:00:00
661,Cuarto Frio,5,cicla_hielo_no,10,29.5,1,1,1,94,tecnico,2024-08-06 08:00:00
662,Aire Acondicionado,3,filtros_sucios,7,23.8,13,13,1,97,normal,2024-09-30 16:00:00
663,Enfriador Comercial,4,comp_no_ec,14,16.1,3,3,1,90,normal,2024-11-20 13:00:00
664,Congelador,2,hielo_bordes,4,24.8,10,10,1,74,normal,2024-10-08 18:00:00
665,Congelador,2,comp_no,16,25.2,4,4,1,80,tecnico,2024-11-01 07:00:00
666,Cuarto Frio,5,trabaja_sin_parar_filt_no,20,30.3,1,3,0,93,normal,2024-04-23 10:00:00
667,Congelador,2,comp_func_temp_0_10,11,36.0,1,1,1,76,normal,2024-10-19 09:00:00
668,Refrigerador,1,escarcha_mucha_ventilador_si,6,26.4,5,5,1,88,normal,2024-10-25 10:00:00
669,Aire Acondicionado,3,exterior_no_control_no,11,32.4,12,18,0,87,normal,2024-06-15 19:00:00
670,Enfriador Comercial,4,comp_func_cond_sucio,7,31.2,8,8,1,92,tecnico,2024-02-18 16:00:00
671,Congelador,2,comp_func_temp_0_10,10,27.6,1,1,1,76,tecnico,2024-06-27 20:00:00
672,Enfriador Comercial,4,cristales_resist_si,14,28.3,16,16,1,85,tecnico,2025-01-17 17:00:00
673,Cuarto Frio,5,trabaja_sin_parar_filt_si,8,28.1,14,14,1,86,normal,2024-10-16 09:00:00
674,Congelador,2,hielo_bordes,9,28.0,10,10,1,74,normal,2024-07-20 14:00:00
675,Cuarto Frio,5,consumo_alto_cf,7,29.6,8,8,1,86,normal,2024-02-12 14:00:00
676,Cuarto Frio,5,alarmas,1,32.3,15,15,1,90,normal,2024-09-13 13:00:00
677,Aire Acondicionado,3,filtros_sucios,7,30.3,13,13,1,97,normal,2025-01-11 15:00:00
678,Aire Acondicionado,3,exterior_no_control_si,1,32.8,4,4,1,78,normal,2024-10-21 08:00:00
679,Refrigerador,1,hielo_puerta_mala,6,27.3,10,10,1,77,normal,2025-01-29 11:00:00
680,Aire Acondicionado,3,gotea_antigua,8,30.9,9,12,0,94,normal,2024-08-13 07:00:00
681,Aire Acondicionado,3,exterior_no_control_si,9,32.6,4,4,1,78,tecnico,2024-05-04 16:00:00
682,Aire Acondicionado,3,exterior_no_control_no,0,34.4,12,12,1,87,normal,2024-08-18 14:00:00
683,Refrigerador,1,compresor_no_voltaje_si,3,26.4,3,3,1,89,normal,2024-09-04 16:00:00
684,Aire Acondicionado,3,filtros_limpios_presion_baja,5,28.4,1,13,0,77,normal,2024-03-28 07:00:00
685,Congelador,2,comp_func_temp_mayor_0,11,28.0,3,3,1,96,normal,2024-07-17 17:00:00
686,Congelador,2,consumo_alto,12,28.1,8,8,1,93,tecnico,2024-01-10 11:00:00
687,Enfriador Comercial,4,comp_func_cond_sucio,18,22.7,8,8,1,92,normal,2024-11-01 15:00:00
688,Refrigerador,1,escarcha_poca_burbujeo_si,3,28.7,1,17,0,79,tecnico,2024-01-12 07:00:00
689,Aire Acondicionado,3,ruido_exterior,5,22.4,3,3,1,89,normal,2024-06-30 17:00:00
690,Congelador,2,comp_func_temp_mayor_0,20,29.4,3,3,1,96,normal,2024-05-11 13:00:00
691,Refrigerador,1,ruido_zumbido,15,29.6,18,18,1,83,normal,2025-01-08 13:00:00
692,Cuarto Frio,5,alarmas,8,32.6,15,15,1,90,normal,2024-05-03 16:00:00
693,Aire Acondicionado,3,gotea_nueva,17,32.0,9,9,1,72,normal,2024-03-11 16:00:00
694,Cuarto Frio,5,alarmas,11,27.1,15,15,1,90,normal,2024-12-27 15:00:00
695,Aire Acondicionado,3,gotea_nueva,20,31.2,9,3,0,72,normal,2024-10-12 15:00:00
696,Refrigerador,1,escarcha_poca_burbujeo_si,5,28.7,1,2,0,79,tecnico,2024-07-30 13:00:00
697,Congelador,2,hielo_evaporador,10,31.5,11,11,1,74,normal,2024-04-06 08:00:00
698,Aire Acondicionado,3,filtros_sucios,0,23.9,13,12,0,97,normal,2024-10-17 16:00:00
699,Aire Acondicionado,3,codigo_error,4,27.6,12,12,1,81,normal,2024-09-14 20:00:00
700,Cuarto Frio,5,cicla_hielo_no,10,25.5,1,1,1,94,tecnico,2024-09-08 14:00:00
701,Aire Acondicionado,3,filtros_sucios,3,35.7,13,13,1,97,normal,2024-07-30 10:00:00
702,Aire Acondicionado,3,exterior_no_control_si,1,30.4,4,12,0,78,tecnico,2024-09-07 18:00:00
703,Congelador,2,hielo_evaporador,13,22.8,11,11,1,74,tecnico,2025-01-03 12:00:00
704,Enfriador Comercial,4,cristales_resist_no,15,32.0,16,16,1,96,normal,2024-11-24 18:00:00
705,Refrigerador,1,ruido_zumbido,2,21.1,18,4,0,83,normal,2024-07-21 18:00:00
706,Refrigerador,1,ruido_zumbido,6,31.2,18,18,1,83,tecnico,2024-04-07 11:00:00
707,Enfriador Comercial,4,cristales_resist_si,13,29.5,16,16,1,85,normal,2024-01-28 18:00:00
708,Cuarto Frio,5,trabaja_sin_parar_filt_no,6,25.8,1,1,1,93,normal,2024-09-13 08:00:00
709,Aire Acondicionado,3,codigo_error,15,28.3,12,12,1,81,normal,2024-04-01 14:00:00
710,Cuarto Frio,5,alarmas,13,27.0,15,15,1,90,normal,2024-06-14 18:00:00
711,Aire Acondicionado,3,filtros_limpios_presion_normal,1,27.5,3,3,1,88,tecnico,2025-01-07 19:00:00
712,Cuarto Frio,5,consumo_alto_cf,15,23.5,8,8,1,86,normal,2025-01-28 09:00:00
713,Congelador,2,hielo_bordes,13,30.5,10,10,1,74,tecnico,2024-01-27 13:00:00
714,Congelador,2,comp_no,10,27.2,4,8,0,80,normal,2024-03-01 09:00:00
715,Aire Acondicionado,3,filtros_limpios_presion_baja,8,28.9,1,13,0,77,tecnico,2024-11-07 14:00:00
716,Aire Acondicionado,3,exterior_no_control_si,8,33.4,4,4,1,78,normal,2024-02-10 16:00:00
717,Cuarto Frio,5,trabaja_sin_parar_filt_si,4,23.7,14,14,1,86,tecnico,2024-01-26 09:00:00
718,Aire Acondicionado,3,filtros_limpios_presion_baja,9,27.4,1,1,1,77,tecnico,2024-12-07 16:00:00
719,Cuarto Frio,5,cicla_hielo_si,5,30.6,11,8,0,87,normal,2024-11-08 17:00:00
720,Cuarto Frio,5,consumo_alto_cf,11,30.0,8,8,1,86,normal,2024-10-23 12:00:00
721,Refrigerador,1,escarcha_mucha_ventilador_no,11,25.2,6,10,0,73,tecnico,2024-02-03 11:00:00
722,Enfriador Comercial,4,comp_func_cond_sucio,2,36.7,8,8,1,92,normal,2024-07-30 15:00:00
723,Aire Acondicionado,3,exterior_no_control_si,8,34.0,4,4,1,78,tecnico,2024-09-04 18:00:00
724,Cuarto Frio,5,alarmas,4,33.1,15,15,1,90,normal,2024-09-26 16:00:00
725,Cuarto Frio,5,cicla_hielo_si,14,25.5,11,11,1,87,normal,2024-04-02 16:00:00
726,Aire Acondicionado,3,exterior_no_control_no,18,25.9,12,12,1,87,normal,2024-11-16 19:00:00
727,Refrigerador,1,hielo_puerta_bien,12,33.6,11,11,1,85,normal,2024-10-13 19:00:00
728,Aire Acondicionado,3,filtros_limpios_presion_baja,9,14.9,1,1,1,77,normal,2024-02-04 11:00:00
729,Congelador,2,hielo_bordes,7,29.2,10,10,1,74,normal,2024-10-18 16:00:00
730,Refrigerador,1,escarcha_poca_burbujeo_si,3,27.0,1,11,0,79,tecnico,2024-01-19 17:00:00
731,Aire Acondicionado,3,ruido_interior,2,21.2,18,18,1,92,normal,2024-07-30 18:00:00
732,Refrigerador,1,ruido_zumbido,4,31.0,18,18,1,83,normal,2024-10-01 07:00:00
733,Aire Acondicionado,3,codigo_error,9,31.6,12,12,1,81,tecnico,2024-05-23 20:00:00
734,Refrigerador,1,compresor_no_voltaje_si,18,21.0,3,3,1,89,tecnico,2024-10-19 16:00:00
735,Enfriador Comercial,4,comp_func_cond_sucio,8,33.4,8,8,1,92,normal,2024-01-17 11:00:00
736,Enfriador Comercial,4,comp_func_cond_limpio,7,24.0,1,1,1,87,normal,2024-06-03 10:00:00
737,Cuarto Frio,5,cicla_hielo_si,3,28.2,11,11,1,87,normal,2024-09-16 07:00:00
738,Enfriador Comercial,4,cristales_resist_no,2,29.8,16,16,1,96,normal,2024-09-25 11:00:00
739,Congelador,2,comp_func_temp_mayor_0,11,38.3,3,3,1,96,tecnico,2024-04-15 18:00:00
740,Refrigerador,1,ruido_vibracion,6,35.6,3,2,0,74,normal,2024-01-23 17:00:00
741,Cuarto Frio,5,trabaja_sin_parar_filt_si,5,30.4,14,14,1,86,tecnico,2024-01-12 16:00:00
742,Congelador,2,consumo_alto,13,27.8,8,8,1,93,normal,2024-05-21 15:00:00
743,Congelador,2,hielo_evaporador,9,28.7,11,11,1,74,tecnico,2024-10-13 15:00:00
744,Refrigerador,1,escarcha_poca_burbujeo_no,7,31.3,2,2,1,78,normal,2024-12-26 19:00:00
745,Congelador,2,hielo_bordes,4,34.0,10,10,1,74,normal,2024-03-07 07:00:00
746,Enfriador Comercial,4,puertas_mal,1,31.4,10,10,1,95,normal,2024-07-19 09:00:00
747,Cuarto Frio,5,consumo_alto_cf,8,27.4,8,8,1,86,normal,2024-04-11 18:00:00
748,Cuarto Frio,5,trabaja_sin_parar_filt_si,17,25.0,14,14,1,86,normal,2024-03-08 08:00:00
749,Enfriador Comercial,4,comp_func_cond_limpio,6,26.5,1,1,1,87,normal,2024-04-24 09:00:00
750,Cuarto Frio,5,cicla_hielo_si,14,23.2,11,11,1,87,normal,2024-12-06 12:00:00
751,Congelador,2,hielo_evaporador,7,30.8,11,11,1,74,tecnico,2024-05-24 19:00:00
752,Congelador,2,hielo_bordes,8,29.8,10,10,1,74,normal,2024-12-31 19:00:00
753,Refrigerador,1,compresor_no_voltaje_si,7,32.1,3,3,1,89,normal,2024-05-02 16:00:00
754,Aire Acondicionado,3,ruido_exterior,2,30.5,3,3,1,89,normal,2024-04-16 20:00:00
755,Cuarto Frio,5,cicla_hielo_no,11,22.5,1,1,1,94,normal,2024-12-05 17:00:00
756,Refrigerador,1,hielo_puerta_bien,14,31.8,11,11,1,85,normal,2024-10-30 16:00:00
757,Enfriador Comercial,4,comp_no_ec,7,30.1,3,1,0,90,normal,2024-12-16 20:00:00
758,Cuarto Frio,5,cicla_hielo_no,5,26.8,1,1,1,94,normal,2024-04-21 20:00:00
759,Aire Acondicionado,3,codigo_error,14,28.9,12,12,1,81,normal,2024-09-29 11:00:00
760,Enfriador Comercial,4,cristales_resist_no,8,28.9,16,16,1,96,normal,2024-06-11 11:00:00
761,Cuarto Frio,5,alarmas,5,33.0,15,11,0,90,tecnico,2024-10-25 07:00:00
762,Cuarto Frio,5,consumo_alto_cf,6,27.5,8,8,1,86,normal,2024-07-08 15:00:00
763,Refrigerador,1,escarcha_mucha_ventilador_si,9,30.6,5,5,1,88,tecnico,2024-04-30 13:00:00
764,Cuarto Frio,5,cicla_hielo_no,8,25.6,1,1,1,94,normal,2024-08-10 15:00:00
765,Aire Acondicionado,3,filtros_sucios,6,30.5,13,13,1,97,tecnico,2024-03-19 11:00:00
766,Aire Acondicionado,3,filtros_sucios,0,32.6,13,13,1,97,normal,2024-09-06 17:00:00
767,Enfriador Comercial,4,comp_func_cond_sucio,1,26.4,8,8,1,92,tecnico,2024-11-05 13:00:00
768,Cuarto Frio,5,trabaja_sin_parar_filt_no,6,25.8,1,1,1,93,tecnico,2024-07-15 12:00:00
769,Aire Acondicionado,3,filtros_sucios,6,33.7,13,13,1,97,tecnico,2024-05-17 13:00:00
770,Cuarto Frio,5,consumo_alto_cf,5,29.2,8,15,0,86,tecnico,2024-02-27 16:00:00
771,Enfriador Comercial,4,puertas_mal,1,28.4,10,10,1,95,tecnico,2024-05-23 14:00:00
772,Cuarto Frio,5,trabaja_sin_parar_filt_si,7,24.1,14,14,1,86,normal,2024-11-18 18:00:00
773,Refrigerador,1,hielo_puerta_mala,8,30.0,10,10,1,77,normal,2025-02-02 07:00:00
774,Enfriador Comercial,4,cristales_resist_si,7,25.7,16,16,1,85,tecnico,2024-08-03 12:00:00
775,Congelador,2,comp_no,3,27.2,4,4,1,80,tecnico,2024-05-13 07:00:00
776,Enfriador Comercial,4,cristales_resist_no,3,23.9,16,16,1,96,tecnico,2025-01-12 16:00:00
777,Refrigerador,1,compresor_no_clic_si,7,30.1,4,4,1,90,normal,2024-11-11 11:00:00
778,Congelador,2,comp_no,0,30.1,4,4,1,80,normal,2024-10-29 18:00:00
779,Aire Acondicionado,3,ruido_interior,5,32.2,18,18,1,92,normal,2024-09-27 20:00:00
780,Refrigerador,1,compresor_no_voltaje_si,18,35.2,3,18,0,89,tecnico,2024-03-19 20:00:00
781,Enfriador Comercial,4,cristales_resist_si,11,29.3,16,16,1,85,normal,2025-01-10 20:00:00
782,Congelador,2,comp_func_temp_0_10,9,33.3,1,1,1,76,normal,2024-07-23 14:00:00
783,Congelador,2,hielo_evaporador,10,29.1,11,11,1,74,tecnico,2024-08-30 11:00:00
784,Aire Acondicionado,3,ruido_exterior,13,24.1,3,18,0,89,tecnico,2024-08-17 13:00:00
